dataset,model,desc_framework,query_idx,golden_answer_norm,majority_vanilla,majority_first,majority_rand,majority_weighted
StrategyQA,llama-3.2-3b-instruct,Big Five Personality Traits,98,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Big Five Personality Traits,99,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,0,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,1,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,2,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,3,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,4,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,5,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,6,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,7,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,8,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,9,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,10,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,11,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,12,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,13,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,14,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,15,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,16,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,17,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,18,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,19,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,20,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,21,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,22,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,23,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,24,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,25,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,26,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,27,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,28,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,29,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,30,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,31,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,32,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,33,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,34,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,35,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,36,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,37,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,38,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,39,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,40,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,41,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,42,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,43,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,44,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,45,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,46,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,47,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,48,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,49,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,50,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,51,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,52,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,53,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,54,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,55,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,56,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,57,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,58,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,59,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,60,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,61,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,62,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,63,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,64,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,65,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,66,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,67,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,68,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,69,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,70,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,71,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,72,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,73,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,74,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,75,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,76,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,77,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,78,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,79,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,80,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,81,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,82,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,83,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,84,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,85,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,86,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,87,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,88,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,89,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,90,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,91,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,92,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,93,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,94,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,95,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,96,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,97,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,98,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Behavioral Theory,99,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,0,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,1,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,2,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,3,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,4,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,5,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,6,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,7,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,8,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,9,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,10,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,11,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,12,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,13,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,14,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,15,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,16,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,17,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,18,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,19,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,20,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,21,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,22,1,0,0,0,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,23,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,24,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,25,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,26,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,27,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,28,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,29,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,30,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,31,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,32,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,33,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,34,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,35,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,36,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,37,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,38,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,39,0,1,1,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,40,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,41,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,42,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,43,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,44,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,45,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,46,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,47,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,48,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,49,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,50,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,51,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,52,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,53,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,54,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,55,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,56,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,57,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,58,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,59,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,60,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,61,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,62,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,63,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,64,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,65,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,66,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,67,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,68,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,69,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,70,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,71,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,72,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,73,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,74,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,75,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,76,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,77,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,78,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,79,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,80,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,81,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,82,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,83,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,84,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,85,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,86,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,87,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,88,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,89,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,90,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,91,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,92,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,93,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,94,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,95,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,96,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,97,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,98,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Cognitive Load Theory,99,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,0,0,1,1,1,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,1,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,2,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,3,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,4,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,5,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,6,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,7,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,8,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,9,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,10,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,11,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,12,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,13,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,14,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,15,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,16,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,17,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,18,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,19,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,20,1,1,1,1,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,21,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,22,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,23,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,24,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,25,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,26,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,27,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,28,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,29,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,30,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,31,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,32,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,33,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,34,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,35,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,36,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,37,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,38,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,39,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,40,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,41,1,1,1,1,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,42,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,43,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,44,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,45,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,46,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,47,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,48,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,49,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,50,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,51,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,52,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,53,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,54,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,55,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,56,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,57,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,58,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,59,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,60,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,61,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,62,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,63,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,64,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,65,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,66,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,67,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,68,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,69,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,70,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,71,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,72,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,73,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,74,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,75,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,76,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,77,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,78,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,79,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,80,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,81,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,82,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,83,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,84,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,85,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,86,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,87,1,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,88,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,89,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,90,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,91,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,92,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,93,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,94,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,95,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,96,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,97,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,98,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Dual-Process Theory,99,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Enneagram of Personality Traits,0,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Enneagram of Personality Traits,1,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Enneagram of Personality Traits,2,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Enneagram of Personality Traits,3,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Enneagram of Personality Traits,4,0,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Enneagram of Personality Traits,5,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Enneagram of Personality Traits,6,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Enneagram of Personality Traits,7,0,0,0,0,0
StrategyQA,llama-3.2-3b-instruct,Enneagram of Personality Traits,8,1,1,1,1,1
StrategyQA,llama-3.2-3b-instruct,Enneagram of Personality Traits,9,1,1,1,1,1
